Date,price1,price2,beta,spread,spread_mean,spread_std,z_score,spread_change,spread_vol_20,ret1,ret2,adf_p_252,hurst_252,adf_stationary,hurst_mr,regime_score
2021-02-02,42.12263107299805,118.60456848144533,0.2970453253733324,106.09223782878578,103.00006817480197,5.759128293853007,0.5369162651375968,1.0772898149734118,1.7465503031026048,0.009900914940169425,0.01022071283690118,0.16071652993278807,0.19051115719784711,0,1,1
2021-02-03,41.95916748046875,118.29602813720705,0.2970453253733324,105.83225358057706,103.00441376016866,5.760857146706598,0.490871366602978,-0.259984248208724,1.6996318686133782,-0.0038806595971181412,-0.0026014204021707066,0.16799384298687403,0.1841927467002292,0,1,1
2021-02-04,42.1656494140625,119.71875762939452,0.2970453253733324,107.19364857961646,103.01060202117624,5.764529699904819,0.7256527030313146,1.3613949990394048,1.651997919770248,0.004921020744509841,0.012026857660320633,0.16401280181533567,0.1779649533989186,0,1,1
2021-02-05,42.716270446777344,120.81585693359376,0.2970453253733324,108.12718847999552,103.02053299036552,5.771202781752306,0.8848511623567437,0.9335399003790599,1.6103012414128983,0.013058521340624907,0.009163971677650151,0.17517799897338898,0.17054571106802757,0,1,1
2021-02-08,42.94855499267578,120.33586120605467,0.2970453253733324,107.57819371394083,103.02504458028959,5.774331112139886,0.7885154219990534,-0.5489947660546903,1.4607074728088465,0.0054378470655076505,-0.003972953052039485,0.13057750587973943,0.16311447074165014,0,1,1
2021-02-09,42.75929260253906,119.65019989013672,0.2970453253733324,106.94875190628198,103.02664914502711,5.775369050329749,0.6791085949790414,-0.6294418076588499,1.4234656347862125,-0.0044067231172036925,-0.005697896778615985,0.13901675381288314,0.15570642756491915,0,1,1
2021-02-10,42.67326354980469,118.02172088623048,0.2970453253733324,105.34582743033678,103.02034796408637,5.771954499521967,0.4028928964084887,-1.6029244759452013,1.472223832013891,-0.0020119381659102764,-0.013610332497576372,0.14840361223402182,0.14893728221170235,0,1,1
2021-02-11,43.27550506591797,115.6818618774414,0.2970453253733324,102.82707539444051,103.00387523565237,5.766535034593749,-0.0306596318501888,-2.51875203589627,1.683636074844567,0.0141128534828463,-0.019825664218577455,0.13713169466874098,0.14312997251179504,0,1,1
2021-02-12,43.61103820800781,114.73904418945312,0.2970453253733324,101.78458915508662,102.98217291787859,5.760765960872419,-0.20788620314139628,-1.0424862393538916,1.9676676297515552,0.007753419436208775,-0.008150090884491035,0.13606824990652144,0.13888754093392894,0,1,1
2021-02-16,43.24969100952149,115.17615509033205,0.2970453253733324,102.32903655211264,102.96124588808192,5.7534884529663115,-0.10988278522455922,0.5444473970260191,2.1100774349210587,-0.008285682096418667,0.0038096090477899303,0.1368623194066494,0.13592028144445842,0,1,1
2021-02-17,43.129241943359375,115.24472045898438,0.2970453253733324,102.43338075281402,102.94491472876877,5.749103732300568,-0.08897629957183815,0.10434420070137662,2.1381799874239324,-0.0027849694032634487,0.0005953087129757506,0.20158683096369878,0.13387989924991076,0,1,1
2021-02-18,43.67987823486328,116.02469635009766,0.2970453253733324,103.04979270755516,102.93149647612813,5.744878932082503,0.02059159693799537,0.6164119547411389,2.120858080312612,0.012767121950046034,0.006767996729107217,0.2026023705052477,0.1337644257722515,0,1,1
2021-02-19,43.112037658691406,113.57337951660156,0.2970453253733324,100.76715026276821,102.9101939405235,5.742903893850174,-0.37316377173753146,-2.2826424447869442,2.3447213737232686,-0.013000049430509919,-0.021127543623121303,0.20429231016564492,0.13426590001096073,0,1,1
2021-02-22,43.559417724609375,113.1277084350586,0.2970453253733324,100.1885870239791,102.88471700952294,5.740671044532857,-0.46965415099189745,-0.5785632387891155,2.5884362743081573,0.010377149636483951,-0.003924080479420944,0.271852464323145,0.13775294300842866,0,1,1
2021-02-23,43.48197937011719,113.8048095703125,0.2970453253733324,100.88869086043951,102.87117564918519,5.741341322825059,-0.34529993555063315,0.7001038364604142,2.659528860541154,-0.0017777637658465961,0.005985281100629791,0.1923153937670034,0.14266684467564372,0,1,1
2021-02-24,43.62824630737305,113.2134246826172,0.2970453253733324,100.25385806277569,102.85939076298209,5.743662421635291,-0.4536361138481689,-0.6348327976638188,2.6289677318710827,0.0033638518617296054,-0.005196484137429347,0.19124470549592787,0.14833006847150723,0,1,1
2021-02-25,43.16365051269531,111.4220962524414,0.2970453253733324,98.60053564159702,102.83792115814342,5.749449976160975,-0.7370071109612097,-1.6533224211786717,2.8755907485919594,-0.010648967904979045,-0.01582257965605771,0.18915368392868914,0.1556789762366274,0,1,1
2021-02-26,42.1484489440918,110.72785949707033,0.2970453253733324,98.2078597664913,102.83081544982012,5.754077838443086,-0.8034225141069147,-0.39267587510572355,3.0499937405532163,-0.023519826440651093,-0.006230691924860143,0.18376871164198672,0.16556813255464242,0,1,1
2021-03-01,42.931358337402344,111.95349884033205,0.2970453253733324,99.20093953427924,102.84058144587475,5.745781467280396,-0.6334459346081303,0.9930797677879468,3.1717583465025085,0.018575046364079695,0.011068933769952771,0.20884051447128515,0.1752279714310766,0,1,1
2021-03-02,43.10342788696289,112.33919525146484,0.2970453253733324,99.53552349007599,102.83571605320682,5.748067564120133,-0.5741394871088301,0.33458395579674516,3.2366516482878027,0.004008015497861228,0.0034451483439823516,0.007831442867653344,0.18494276905510007,1,1,2
2021-03-03,43.00019454956055,110.68500518798828,0.2970453253733324,97.91199840689748,102.83115503160505,5.751529355008963,-0.8552780175630178,-1.6235250831785066,3.3223306252373366,-0.002395014560630071,-0.014724959171852237,0.04197416988963016,0.1949313955000424,1,1,2
2021-03-04,42.96577835083008,111.30099487304688,0.2970453253733324,98.53821126290607,102.80937746595653,5.757373374234857,-0.7418602069764296,0.6262128560085927,3.3318684066113224,-0.0008003730934473818,0.005565249638037173,0.023789999252580667,0.20641136818653147,1,1,2
2021-03-05,43.69707107543945,114.92953491210938,0.2970453253733324,101.94952421664382,102.81009517269175,5.757254394921735,-0.14947593019460823,3.411312953737749,3.1075146606748447,0.01702035323643214,0.03260114649650103,0.07869333929156014,0.22194572141476843,0,1,1
2021-03-08,44.428367614746094,114.1519546508789,0.2970453253733324,100.95471573695063,102.80820889655037,5.757786189184777,-0.32191073073905957,-0.9948084796931909,2.733034008218012,0.016735596260996966,-0.006765713111300031,0.0497327778617768,0.23446678220451792,1,1,2
2021-03-09,43.757293701171875,114.25564575195312,0.2970453253733324,101.25774620703206,102.82781394580742,5.743991279213695,-0.2733408987679197,0.30303047008142414,2.3236857908464783,-0.015104626831967671,0.0009083602763644283,0.009949040819363349,0.2496786387101046,1,1,2
2021-03-10,44.25629425048828,115.40470886230467,0.2970453253733324,102.25858353685044,102.8399136056151,5.739548652217006,-0.1012849797065677,1.0008373298183812,1.9068030060940253,0.01140382567359377,0.01005694819533165,0.21316047772030927,0.26006893483143606,0,1,1
2021-03-11,43.77449417114258,115.09367370605467,0.2970453253733324,102.09066484193458,102.8645312670952,5.722887906995648,-0.1352230618067229,-0.16791869491585487,1.6270230856522845,-0.010886588845842815,-0.002695168674799131,0.059888760998248844,0.27901806205285873,0,1,1
2021-03-12,43.687747955322266,114.93816375732422,0.2970453253733324,101.96092245110738,102.93162673312669,5.61125773129864,-0.1729922823906108,-0.12974239082720374,1.5797055623880807,-0.0019816611810787865,-0.0013511598311443107,0.14229334643200342,0.2898142959523678,0,1,1
2021-03-15,44.26898193359375,114.92953491210938,0.2970453253733324,101.77964076969884,102.95941217707495,5.588008535946592,-0.21112555569428076,-0.18128168140853518,1.5795284649868646,0.013304278784658008,-7.507380432025812e-05,0.019018116411078007,0.28911992085879,1,1,2
2021-03-16,44.43381118774414,115.77616119384766,0.2970453253733324,102.57730529200698,103.03496574632989,5.451413208952621,-0.0839526260037139,0.7976645223081391,1.5938503472085026,0.003723357686373774,0.007366481404329495,0.13507499291139163,0.29899394860129963,0,1,1
2021-03-17,44.45115661621094,115.4392318725586,0.2970453253733324,102.23522359227526,103.06238460657657,5.429817084626427,-0.1523368101373565,-0.34208169973172176,1.5832211810257437,0.0003903655347841095,-0.002910178726041268,0.05692218520927497,0.29650125542102307,0,1,1
2021-03-18,43.86992263793945,114.4975357055664,0.2970453253733324,101.46618026147677,103.107071723007,5.369585403911223,-0.30558997354525735,-0.7690433307984961,1.4973339051416388,-0.013075789754805056,-0.008157505483333383,0.027700269071733934,0.31329411652997763,1,1,2
2021-03-19,44.07814025878906,116.19953155517578,0.2970453253733324,103.1063260401524,103.16719122324722,5.283396880641011,-0.01152008536739616,1.640145778675631,1.5965815354024295,0.0047462500120649675,0.014864912498956384,4.156587387637061e-05,0.32336693492996255,1,1,2
2021-03-22,44.242958068847656,119.05050659179688,0.2970453253733324,105.90834271675732,103.27955542315247,5.032466553934505,0.5223655766871604,2.8020166766049215,1.9616193111371407,0.003739218784888143,0.02453516807223388,6.957035566487124e-06,0.325768455437594,1,1,2
2021-03-23,44.58128356933594,120.48465728759766,0.2970453253733324,107.24199540418347,103.3923209479152,4.795096637640285,0.802835635480068,1.3336526874261523,2.4018539998551556,0.007646990962082656,0.012046573650612347,1.6155796271202793e-05,0.32542879683477904,1,1,2
2021-03-24,44.694061279296875,119.9230728149414,0.2970453253733324,106.64691083997701,103.47578128684486,4.665731393026384,0.6796639767715438,-0.5950845642064593,2.6596225895130643,0.0025297098004264384,-0.004661045524790297,0.0023835619877118778,0.3251828910402775,1,1,2
2021-03-25,45.1278190612793,120.63151550292967,0.2970453253733324,107.2265078064831,103.56813658709024,4.505335414130522,0.8120086260212183,0.579596966506088,2.8294123167371033,0.0097050428975749,0.00590747611247,0.00039200958290022334,0.3234176878163954,1,1,2
2021-03-26,46.012672424316406,123.2837905883789,0.2970453253733324,109.61594133680128,103.64680597359173,4.436368957679285,1.3455002097778817,2.389433530318186,3.136176230306317,0.01960771385463067,0.02198658513400531,0.011130673606555222,0.3255571531316339,1,1,2
2021-03-29,46.715354919433594,125.10669708251952,0.2970453253733324,111.23011928054567,103.7297514833972,4.381417695407622,1.7118586536522122,1.6141779437443802,3.5600606144814595,0.015271499308652237,0.014786262536548245,0.015927203209008835,0.32297298806324154,1,1,2
2021-03-30,46.10810470581055,123.14553833007812,0.2970453253733324,109.44934136539295,103.79109423389204,4.352644306265702,1.2999562411648882,-1.7807779151527114,3.699493339067483,-0.0129989425247935,-0.01567588944617271,0.06845318065591606,0.31957029246947727,0,1,1
2021-03-31,45.72640228271485,122.20384216308594,0.2970453253733324,108.62102811886501,103.86630830060135,4.2705974278619,1.113361748228314,-0.8283132465279408,3.5800194983706835,-0.008278423620556974,-0.007647018152359464,0.009724340080227855,0.3204804179381312,1,1,2
2021-04-01,45.55289459228515,122.0569839477539,0.2970453253733324,108.52570955189145,103.94562493609693,4.169182942451983,1.0985568824909553,-0.09531856697356034,3.426445689574831,-0.003794475002799169,-0.00120174793797434,0.003240394279022431,0.32400404876727085,1,1,2
2021-04-05,45.81314849853515,123.68120574951172,0.2970453253733324,110.07262414738756,104.01379243922025,4.12800345064397,1.4677390124812333,1.546914595496105,3.5493716174836103,0.005713224342368761,0.013307077966575376,0.023010349103187316,0.3330905210031919,1,1,2
2021-04-06,46.14280700683594,124.12181091308594,0.2970453253733324,110.41530579210148,104.08077225646281,4.0941199882796315,1.5472271339806214,0.34268164471392026,3.5824934618631503,0.007195718240393889,0.0035624261657551948,0.032882450400815166,0.3385232473019737,1,1,2
2021-04-07,46.22087478637695,123.897216796875,0.2970453253733324,110.1675220069156,104.12771858273292,4.095823931201061,1.4746247704089088,-0.24778378518587374,3.5569520578020644,0.001691873221528306,-0.0018094653514860726,0.11822181323648073,0.3441411919076616,0,1,1
2021-04-08,46.08207702636719,123.14553833007812,0.2970453253733324,109.45707276590191,104.17394987866359,4.089939271504108,1.2917362670999781,-0.7104492410136913,3.5084831420514213,-0.003002923693055548,-0.006066951996421599,0.10335689032758094,0.3459620169085775,0,1,1
2021-04-09,46.13413619995117,123.17149353027344,0.2970453253733324,109.46756403194131,104.21443176652726,4.091654648823643,1.283865017035183,0.010491266039394986,3.4079964180962636,0.0011297054504335602,0.00021076849837409206,0.11473898912071656,0.34868573273245795,0,1,1
2021-04-12,46.28159713745117,123.56026458740234,0.2970453253733324,109.81253250691067,104.2540560807979,4.097344584295912,1.3566045793212058,0.3449684749693631,3.2632786382922303,0.0031963519780859873,0.003156339555413057,0.12222825750498278,0.35108970162134057,0,1,1
2021-04-13,46.05605697631836,123.5861587524414,0.2970453253733324,109.90542232249818,104.30111793706325,4.093861007331686,1.3689532632881756,0.09288981558751175,3.044727423859665,-0.004873214735070297,0.000209567089594076,0.10154213200235762,0.3539775239450187,0,1,1
2021-04-14,46.0473747253418,122.77407836914062,0.2970453253733324,109.09592096126372,104.3219488693467,4.104879186574619,1.1629994148258314,-0.8095013612344673,2.812319362577467,-0.00018851485660242862,-0.006570965482691982,0.2038951753717989,0.35787290583253745,0,1,1
2021-04-15,46.26425552368164,122.94684600830078,0.2970453253733324,109.20426517311378,104.35312649075155,4.112028345555051,1.179743492674639,0.10834421185006704,2.4740181637080476,0.004709949256249013,0.0014071996422624355,0.1750602499410478,0.36002982484405455,0,1,1
2021-04-16,46.56787872314453,124.54515075683594,0.2970453253733324,110.71238006957358,104.38775460975681,4.128724634772624,1.531859355925557,1.5081148964598015,1.9269526444341536,0.006562803097684533,0.012999965435691152,0.18538002693879424,0.3620875422321211,0,1,1
2021-04-19,46.845481872558594,125.05485534667967,0.2970453253733324,111.13962394157497,104.41867283771091,4.150027301580143,1.6194956359214838,0.4272438720013838,1.4595084068809518,0.005961258211147458,0.0040925285869932715,0.23647727549369746,0.36519767852967067,0,1,1
2021-04-20,46.99296569824219,125.88424682617188,0.2970453253733324,111.92520604007967,104.46117655424338,4.171869827738184,1.7891328814262122,0.7855820985047046,1.3631465618340513,0.0031483041648459054,0.006632221333533472,0.2364916454482262,0.37016751530419884,0,1,1
2021-04-21,47.37466812133789,126.9814224243164,0.2970453253733324,112.90899871775996,104.51845768031649,4.188403355727029,2.003279131645865,0.9837926776802846,1.4556625591011292,0.00812254381957378,0.008715749792423066,0.2122130495133584,0.37372559058132987,0,1,1
2021-04-22,47.22719192504883,126.19529724121094,0.2970453253733324,112.16668064936599,104.56750013928792,4.205348526297771,1.8070275180659285,-0.7423180683939705,1.3497898844754574,-0.0031129758188772616,-0.006190867672584255,0.2901036818784018,0.3780543990527253,0,1,1
2021-04-23,47.25320816040039,125.9878921508789,0.2970453253733324,111.95154755793897,104.62293774211004,4.210258428656434,1.740655577327022,-0.21513309142702042,1.2373062132134356,0.0005508740683302094,-0.0016435247181644241,0.21009015827461663,0.3821634861233092,0,1,1
2021-04-26,46.550537109375,123.85400390625,0.2970453253733324,110.02638446429232,104.65745054123857,4.218789019281558,1.2726244186461007,-1.9251630936466455,1.2288737352320451,-0.014870335335543383,-0.01693724855776957,0.30339748161226077,0.3873955545037326,0,1,1
2021-04-27,46.48114013671875,123.44793701171876,0.2970453253733324,109.64093161608369,104.69143632901276,4.22431978080018,1.1716668112027702,-0.38545284820862946,1.2177636924615776,-0.0014907877967808014,-0.003278593196216817,0.22846524758277803,0.38966493014466785,0,1,1
2021-04-28,46.48981094360352,122.5321807861328,0.2970453253733324,108.72259976784538,104.71554976217662,4.229937074663855,0.9473072376584212,-0.91833184823831,1.252728405004083,0.0001865446256108516,-0.007418157384833646,0.24401072131597829,0.39141861677489437,0,1,1
2021-04-29,47.07103729248047,124.35506439208984,0.2970453253733324,110.37283280388472,104.75643623149318,4.2346425369570895,1.3262976799990636,1.6502330360393387,1.1967312626825046,0.012502230856176855,0.01487677436459478,0.19007403891699431,0.39375455911698903,0,1,1
2021-04-30,46.8281364440918,124.54515075683594,0.2970453253733324,110.63507173017389,104.80070666784535,4.237563881533633,1.3768205566772498,0.26223892628917156,1.1243243015144542,-0.005160303710313063,0.0015285775909115173,0.2085210722929507,0.39659902292045707,0,1,1
2021-05-03,47.26189422607422,125.9533462524414,0.2970453253733324,111.91442150429717,104.856920490875,4.237599391345117,1.665447901431274,1.2793497741232756,1.1714011060194958,0.009262759847389779,0.011306706740873862,0.16868295710642267,0.3991602900168237,0,1,1
2021-05-04,46.96694564819336,124.3723373413086,0.2970453253733324,110.42102568944938,104.90415780821284,4.232992490403699,1.3033020714644343,-1.493395814847787,1.1713846345501164,-0.006240726968538168,-0.012552337497759525,0.22458995409700272,0.40271130933710064,0,1,1
2021-05-05,46.845481872558594,124.31187438964844,0.2970453253733324,110.39664298454373,104.94906022065084,4.230993335670944,1.2875422700303136,-0.024382704905647756,1.1692615410049834,-0.002586154453061318,-0.00048614469224161905,0.19159864836607265,0.4053436477475396,0,1,1
2021-05-06,47.313941955566406,125.7546615600586,0.2970453253733324,111.7002762771724,105.00145392853682,4.232527395540219,1.5827002929016085,1.3036332926286747,1.1721597160044825,0.010000112375452508,0.011606189493111652,0.17304286719055817,0.4076952710546661,0,1,1
2021-05-07,47.28791809082031,125.7546615600586,0.2970453253733324,111.70800654454338,105.051168013733,4.237450512243759,1.5709536929283296,0.00773026737097382,1.1646670806658104,-0.0005500252921334381,0.0,0.2237515375132741,0.4113044868532026,0,1,1
2021-05-10,47.634918212890625,126.75685119628906,0.2970453253733324,112.60712141660889,105.0970270111064,4.256474351358843,1.7643932009375205,0.8991148720655104,1.216784918091222,0.007338029164317916,0.007969403470199365,0.2755668992860899,0.41421772840350407,0,1,1
2021-05-11,47.12309265136719,125.83240509033205,0.2970453253733324,111.83471070110899,105.13875787113282,4.270808712909014,1.5678418960176959,-0.7724107154999018,1.2137825224787022,-0.010744755753247626,-0.007293066191155773,0.31754382811799575,0.41681233769153037,0,1,1
2021-05-12,46.88019180297851,124.60562133789062,0.2970453253733324,110.68007951021065,105.17998582159055,4.273966964463744,1.286882592764775,-1.1546311908983427,1.135282311681278,-0.005154603289426296,-0.009749346772484735,0.2628624603900904,0.4192816230519621,0,1,1
2021-05-13,47.28791809082031,126.45445251464844,0.2970453253733324,112.40779749913322,105.22713277123708,4.287940028294927,1.6746187401206474,1.7277179889225778,1.0886567615141702,0.008697197519057509,0.014837462041494609,0.2296150159247463,0.4209292345945045,0,1,1
2021-05-14,47.4787712097168,126.6444854736328,0.2970453253733324,112.54113843131647,105.27417217851759,4.302931461335808,1.6888408095960965,0.13334093218324483,1.1223871319378131,0.004035980576051923,0.0015027779188900858,0.28618770137755234,0.4235593784015139,0,1,1
2021-05-17,47.400691986083984,126.28166198730467,0.2970453253733324,112.20150801337725,105.30987955239296,4.322966540594836,1.5941896372013122,-0.3396304179392189,1.1401214357600409,-0.0016445080957957492,-0.002864897630332819,0.35151634478713045,0.42567548967733454,0,1,1
2021-05-18,47.14044189453125,125.71144104003906,0.2970453253733324,111.70859313923536,105.3467531860547,4.337792258129244,1.4666077983006796,-0.4929148741418885,1.135269681697038,-0.005490428106601053,-0.004515469136943562,0.3284741633566185,0.43088343049722294,0,1,1
2021-05-19,46.99296569824219,125.64234924316406,0.2970453253733324,111.68330845707186,105.39571107019336,4.3394166725781735,1.4489499076249939,-0.02528468216350177,1.0769794099735903,-0.003128443229679867,-0.0005496062753189701,0.24808560593158896,0.4351673179793315,0,1,1
2021-05-20,47.40936279296875,127.1974105834961,0.2970453253733324,113.11468098691634,105.45324827718085,4.3452768404019695,1.7631633129793303,1.4313725298444808,1.1378466394126243,0.008860838820013761,0.012376888443262235,0.2213377036324603,0.4362678089577846,0,1,1
2021-05-21,47.38333511352539,127.08509826660156,0.2970453253733324,113.01010007053077,105.51315171259243,4.344987104298432,1.72542476605321,-0.10458091638557221,1.1924028105242344,-0.0005489987190298029,-0.0008829764409457042,0.24015859329552847,0.4371848305727717,0,1,1
2021-05-24,47.53948974609375,127.73306274414062,0.2970453253733324,113.61167954443,105.57440554706115,4.349936934522644,1.8476759820544058,0.6015794738992355,1.2485330726342534,0.003295560183643298,0.005098666062166801,0.2416524932712102,0.4378352796121244,0,1,1
2021-05-25,47.53081512451172,128.121826171875,0.2970453253733324,114.00301972795471,105.64068966531045,4.35060502491972,1.9221073884542226,0.39134018352470434,1.2789261844819049,-0.00018247191184339595,0.003043561466251621,0.22665544718131597,0.43840463089511045,0,1,1
2021-05-26,47.73902130126953,128.121826171875,0.2970453253733324,113.94117305643495,105.70383462943656,4.355158476832249,1.8913980905213512,-0.061846671519759866,1.1518519096837796,0.0043804461634497915,0.0,0.26857431711835555,0.4391193830571426,0,1,1
2021-05-27,48.13806915283203,126.57535552978516,0.2970453253733324,112.27616711543818,105.75580436956413,4.355136437046083,1.497166125591362,-1.665005940996764,1.084874102576713,0.008358944961276205,-0.012070313765394358,0.3095946992897405,0.4396177977194619,0,1,1
2021-05-28,47.96457290649414,127.81084442138672,0.2970453253733324,113.56319225598425,105.81493780262437,4.359591924586456,1.7772889268976393,1.2870251405460635,1.07145253754745,-0.0036041380427425107,0.009760896079891612,0.21852467832059275,0.439581203335551,0,1,1
2021-06-01,47.95589447021485,127.54299926757812,0.2970453253733324,113.29792499110397,105.86853419319048,4.368260890909876,1.7007662736842621,-0.2652672648802792,1.0920072191646557,-0.00018093429699062025,-0.0020956371505184146,0.3020587222924892,0.4398079174160396,0,1,1
2021-06-02,48.14675521850586,128.05271911621094,0.2970453253733324,113.75095054665968,105.92503713065099,4.3777928408666105,1.7876390456290987,0.4530255555557119,1.0372433400905414,0.003979922601788921,0.003996454933315796,0.2787721587664257,0.4401321929008649,0,1,1
2021-06-03,48.26819610595703,128.5095977783203,0.2970453253733324,114.17175576084249,105.98356685143082,4.389089907133441,1.8655778493176172,0.42080521418280625,0.9756323621857687,0.002522306786823636,0.0035678950455924063,0.2917159726610696,0.44045992482210156,0,1,1
2021-06-04,48.78870391845703,128.6575164794922,0.2970453253733324,114.16506004949095,106.04620397264948,4.392783494153846,1.848225865819811,-0.006695711351540012,0.9993301225879117,0.0107836599353619,0.0011510323254380062,0.2679445293110567,0.4406924689223854,0,1,1
2021-06-07,48.615203857421875,128.57925415039062,0.2970453253733324,114.13833510247186,106.10362219051325,4.403645533805886,1.8245594133945977,-0.02672494701909045,1.0055206602701248,-0.0035561522873232,-0.0006082997032982318,0.31667065760902846,0.44088724681525215,0,1,1
2021-06-08,48.276878356933594,127.37830352783205,0.2970453253733324,113.03788248828792,106.15819657670637,4.404026259585662,1.5621355337306273,-1.1004526141839364,1.0027281070496938,-0.006959252942361771,-0.009340158569856927,0.29836539776006465,0.44138640081409536,0,1,1
