Date,spread,zscore,rolling_mean,rolling_std,rolling_min,rolling_max
2024-09-19,-98.45072937011719,0.19586152396249643,-98.8760971069336,2.171777938876149,-101.51979064941406,-93.854736328125
2024-09-20,-94.1494140625,1.8512279744718638,-98.58792304992676,2.397602590622594,-101.51979064941406,-93.854736328125
2024-09-23,-94.9493408203125,1.3533316574212249,-98.35561752319336,2.5169563456244894,-101.51979064941406,-93.854736328125
2024-09-24,-93.24691009521484,1.7515983416832865,-98.08372535705567,2.761372368731889,-101.51979064941406,-93.24691009521484
2024-09-25,-92.63542175292969,1.7264306731986352,-97.84455604553223,3.0172855322081054,-101.51979064941406,-92.63542175292969
2024-09-26,-92.96012115478516,1.4886686505026123,-97.69888114929199,3.1832201161130858,-101.51979064941406,-92.63542175292969
2024-09-27,-92.87972259521484,1.4669528806142602,-97.65013046264649,3.251916220672419,-101.51979064941406,-92.63542175292969
2024-09-30,-92.85993194580078,1.4143897704322108,-97.5831199645996,3.339382196857593,-101.51979064941406,-92.63542175292969
2024-10-01,-94.27262878417969,0.9129197328767829,-97.39211921691894,3.4170478744162427,-101.51979064941406,-92.63542175292969
2024-10-02,-93.2026138305664,1.106648819946812,-97.07970809936523,3.5034549343170758,-101.51979064941406,-92.63542175292969
2024-10-03,-92.70244598388672,1.1344289572056967,-96.63884086608887,3.4699351221589074,-101.10230255126953,-92.63542175292969
2024-10-04,-92.50597381591797,1.0816096535539512,-96.21555519104004,3.429685897248729,-101.10230255126953,-92.50597381591797
2024-10-07,-92.89958190917969,0.8798483575926586,-95.80541915893555,3.302656900680573,-101.0272445678711,-92.50597381591797
2024-10-08,-95.79627990722656,-0.08232493849192406,-95.54387092590332,3.0660087447013775,-100.79969024658203,-92.50597381591797
2024-10-09,-97.441650390625,-0.6775617080149208,-95.4388671875,2.955868342962648,-100.79969024658203,-92.50597381591797
2024-10-10,-98.17918395996094,-1.041424251176947,-95.30784187316894,2.7571300395079166,-100.26348114013672,-92.50597381591797
2024-10-11,-99.60598754882812,-1.6051386347388361,-95.27496719360352,2.6982219862456227,-99.60598754882812,-92.50597381591797
2024-10-14,-100.09366607666016,-1.7384442153864619,-95.30688552856445,2.753485274781503,-100.09366607666016,-92.50597381591797
2024-10-15,-99.9029312133789,-1.6367669542574201,-95.33101654052734,2.793259395272787,-100.09366607666016,-92.50597381591797
2024-10-16,-98.32731628417969,-1.0561258254727648,-95.35309257507325,2.8161641703771956,-100.09366607666016,-92.50597381591797
2024-10-17,-99.15437316894531,-1.316385470350425,-95.38827476501464,2.8609389033503425,-100.09366607666016,-92.50597381591797
2024-10-18,-99.00563049316406,-1.1420560127183639,-95.63108558654785,2.954798073856283,-100.09366607666016,-92.50597381591797
2024-10-21,-99.912353515625,-1.3012596485954167,-95.87923622131348,3.099394727766193,-100.09366607666016,-92.50597381591797
2024-10-22,-99.30213928222656,-0.998645373385802,-96.18199768066407,3.1243739616836983,-100.09366607666016,-92.50597381591797
2024-10-23,-99.33644104003906,-0.9144792357575874,-96.51704864501953,3.0830578593551645,-100.09366607666016,-92.50597381591797
2024-10-24,-99.2677001953125,-0.8058304574475099,-96.83242759704589,3.0220657158832145,-100.09366607666016,-92.50597381591797
2024-10-25,-99.28120422363281,-0.7293526108547514,-97.15250167846679,2.9186192158431123,-100.09366607666016,-92.50597381591797
2024-10-28,-97.66300964355469,-0.09870916655056056,-97.3926555633545,2.7388953797083517,-100.09366607666016,-92.50597381591797
2024-10-29,-96.50198364257812,0.3782904829979423,-97.50412330627441,2.6491273472024788,-100.09366607666016,-92.50597381591797
2024-10-30,-94.92498016357422,1.0546638876021852,-97.59024162292481,2.527119294290196,-100.09366607666016,-92.50597381591797
2024-10-31,-95.38909149169922,1.008309919028145,-97.72457389831543,2.316234683942465,-100.09366607666016,-92.50597381591797
2024-11-01,-95.2110824584961,1.2856121861905478,-97.85982933044434,2.060300065914016,-100.09366607666016,-92.89958190917969
2024-11-04,-95.82980346679688,1.2274729690624824,-98.0063404083252,1.7731852320876103,-100.09366607666016,-94.92498016357422
2024-11-05,-97.01886749267578,0.6121299471937472,-98.06746978759766,1.7130387097202113,-100.09366607666016,-94.92498016357422
2024-11-06,-95.63496398925781,1.3059055745595989,-97.9771354675293,1.7935228426154404,-100.09366607666016,-94.92498016357422
2024-11-07,-94.99655532836914,1.4757040623708548,-97.81800403594971,1.911933957170013,-100.09366607666016,-94.92498016357422
2024-11-08,-95.80424499511719,0.9529059581817927,-97.62791690826415,1.9138005146139008,-100.09366607666016,-94.92498016357422
2024-11-11,-95.53364181518555,0.9949029171088168,-97.39991569519043,1.8758351673430267,-99.912353515625,-94.92498016357422
2024-11-12,-95.76417541503906,0.7883520620035398,-97.19297790527344,1.8123913909772453,-99.912353515625,-94.92498016357422
2024-11-13,-96.33838272094727,0.4191991763762648,-97.09353122711181,1.801407418526841,-99.912353515625,-94.92498016357422
2024-11-14,-97.1630973815918,-0.09746288368539756,-96.99396743774415,1.7353266951713493,-99.912353515625,-94.92498016357422
2024-11-15,-91.71789932250977,2.4187248866922957,-96.62958087921143,2.030690461625253,-99.912353515625,-91.71789932250977
2024-11-18,-91.32571029663086,2.214997317758049,-96.20024871826172,2.200697211933744,-99.33644104003906,-91.32571029663086
2024-11-19,-89.08690643310547,2.5460172940963153,-95.68948707580566,2.5932976409901856,-99.33644104003906,-89.08690643310547
2024-11-20,-90.62728500366211,1.7273707393507685,-95.25402927398682,2.6784894319002226,-99.28120422363281,-89.08690643310547
2024-11-21,-91.4104995727539,1.3097162849676134,-94.86116924285889,2.634669591964579,-99.28120422363281,-89.08690643310547
2024-11-22,-92.8389892578125,0.692940145888139,-94.53905849456787,2.4534142621746864,-97.66300964355469,-89.08690643310547
2024-11-25,-93.39667892456055,0.3952066921155429,-94.32574195861817,2.350828193430486,-97.1630973815918,-89.08690643310547
2024-11-26,-92.38421630859375,0.7447712994309972,-94.11985359191894,2.330429871090912,-97.1630973815918,-89.08690643310547
2024-11-27,-93.03382110595703,0.4247224022856587,-94.02529563903809,2.3344060208395057,-97.1630973815918,-89.08690643310547
2024-11-29,-93.59872055053711,0.14568546902646445,-93.93577709197999,2.3135906669020563,-97.1630973815918,-89.08690643310547
2024-12-02,-93.6350212097168,0.09672707443417483,-93.85697402954102,2.2946297210226163,-97.1630973815918,-89.08690643310547
2024-12-03,-92.47412490844727,0.5363863259654751,-93.68919010162354,2.265279956548484,-97.1630973815918,-89.08690643310547
2024-12-04,-92.29733657836914,0.5393955546742405,-93.4531135559082,2.142726182156017,-97.1630973815918,-89.08690643310547
2024-12-05,-91.90324401855469,0.6476787298917547,-93.26652755737305,2.104876192315607,-97.1630973815918,-89.08690643310547
2024-12-06,-90.98873138427734,0.9788871733247341,-93.06613636016846,2.122210845643555,-97.1630973815918,-89.08690643310547
2024-12-09,-92.53622055053711,0.18110007296419947,-92.90273513793946,2.023823521456026,-97.1630973815918,-89.08690643310547
2024-12-10,-92.59087371826172,0.08547509573128047,-92.75559673309326,1.9271463041047552,-97.1630973815918,-89.08690643310547
2024-12-11,-89.90110778808594,1.35448725202703,-92.4624433517456,1.8910001255652678,-97.1630973815918,-89.08690643310547
2024-12-12,-90.78362274169922,0.8295888102698971,-92.1847053527832,1.6888880295144684,-97.1630973815918,-89.08690643310547
2024-12-13,-90.58875274658203,1.0119392706552215,-91.85598812103271,1.2522840166388192,-93.6350212097168,-89.08690643310547
2024-12-16,-89.2673454284668,1.7871823142234036,-91.73346042633057,1.3798899968050473,-93.6350212097168,-89.08690643310547
2024-12-17,-88.55708312988281,1.9584602110824176,-91.59502906799317,1.5511910433101512,-93.6350212097168,-88.55708312988281
2024-12-18,-87.44702529907227,2.3579079640621656,-91.5130350112915,1.724414088332093,-93.6350212097168,-87.44702529907227
2024-12-19,-84.98930740356445,2.7670195788424654,-91.23113613128662,2.2557949265878796,-93.6350212097168,-84.98930740356445
2024-12-20,-86.16144943237305,1.9051242887199764,-90.96868362426758,2.5233178855351444,-93.6350212097168,-84.98930740356445
2024-12-23,-84.88422012329102,2.014978398622092,-90.57094516754151,2.82222630681265,-93.6350212097168,-84.88422012329102
2024-12-24,-85.89901351928711,1.4699410303342701,-90.19606189727783,2.9232794304772587,-93.6350212097168,-84.88422012329102
2024-12-26,-85.80548477172852,1.339501501517548,-89.86712532043457,3.032203057708064,-93.6350212097168,-84.88422012329102
2024-12-27,-86.35474014282227,1.0479899433903364,-89.53317127227783,3.0328832347122208,-93.6350212097168,-84.88422012329102
2024-12-30,-85.63768768310547,1.1683879320222041,-89.13511962890625,2.9933824630895955,-93.6350212097168,-84.88422012329102
2024-12-31,-85.74120330810547,1.0387422959257477,-88.74042873382568,2.887362378025863,-92.59087371826172,-84.88422012329102
2025-01-02,-84.37024688720703,1.3651681466986245,-88.33523483276367,2.9043952974914795,-92.59087371826172,-84.37024688720703
2025-01-03,-83.91918563842773,1.3749801757746618,-87.9163272857666,2.907054019951146,-92.59087371826172,-83.91918563842773
2025-01-06,-81.58213424682617,1.89306982391679,-87.40027179718018,3.073387720224812,-92.59087371826172,-81.58213424682617
2025-01-07,-80.71642303466797,1.8739415991117523,-86.8866563796997,3.2926497538431407,-92.59087371826172,-80.71642303466797
2025-01-08,-80.96754455566406,1.6362546087201375,-86.30822257995605,3.2639651529962173,-92.59087371826172,-80.71642303466797
2025-01-10,-77.83906555175781,2.2528067584265496,-85.57063217163086,3.4319706255112115,-90.78362274169922,-77.83906555175781
2025-01-13,-79.06421661376953,1.6730108566211845,-85.02878761291504,3.5651717235066633,-90.78362274169922,-77.83906555175781
2025-01-14,-79.11809921264648,1.509962358549466,-84.4455114364624,3.528175516198729,-90.58875274658203,-77.83906555175781
2025-01-15,-79.21688079833984,1.3705816013264651,-83.8769178390503,3.400043482416815,-89.2673454284668,-77.83906555175781
2025-01-16,-80.4430160522461,0.9259161412229973,-83.43570137023926,3.232134298944473,-88.55708312988281,-77.83906555175781
2025-01-17,-81.6404914855957,0.4802019277928068,-83.08987178802491,3.018272561068456,-87.44702529907227,-77.83906555175781
2025-01-21,-82.21066284179688,0.21720676891088905,-82.82805366516114,2.8424106046969033,-86.35474014282227,-77.83906555175781
2025-01-22,-82.38998413085938,0.11013688000088494,-82.69808750152588,2.7974586774568655,-86.35474014282227,-77.83906555175781
2025-01-23,-83.14245223999023,-0.2221559246457497,-82.54713764190674,2.679715155167616,-86.35474014282227,-77.83906555175781
2025-01-24,-83.24441528320312,-0.29640640275875346,-82.46514739990235,2.6290521258915764,-86.35474014282227,-77.83906555175781
2025-01-27,-86.62934875488281,-1.5380226217020623,-82.50166416168213,2.6837606514738748,-86.62934875488281,-77.83906555175781
2025-01-28,-83.90361404418945,-0.5774105970775648,-82.40657062530518,2.5926843505492045,-86.62934875488281,-77.83906555175781
2025-01-29,-83.56245422363281,-0.5310403265211135,-82.2669563293457,2.4395471108079807,-86.62934875488281,-77.83906555175781
2025-01-30,-83.8486213684082,-0.7140851653923949,-82.17750301361085,2.340222757434075,-86.62934875488281,-77.83906555175781
2025-01-31,-83.23880767822266,-0.538670548020571,-82.0523832321167,2.202504760034982,-86.62934875488281,-77.83906555175781
2025-02-03,-82.96121978759766,-0.456272460727312,-81.98193187713623,2.146278802144685,-86.62934875488281,-77.83906555175781
2025-02-04,-77.10225677490234,1.9283773266292281,-81.64108543395996,2.3537036016656616,-86.62934875488281,-77.10225677490234
2025-02-05,-78.75176239013672,1.125730202222396,-81.49956684112549,2.440908528139426,-86.62934875488281,-77.10225677490234
2025-02-06,-78.2205581665039,1.2395471316799234,-81.37477359771728,2.544651470362852,-86.62934875488281,-77.10225677490234
2025-02-07,-77.01390838623047,1.5277052722742759,-81.17709178924561,2.7251221021299874,-86.62934875488281,-77.01390838623047
2025-02-10,-76.10309600830078,1.7429934515939007,-81.09029331207276,2.8612828689696896,-86.62934875488281,-76.10309600830078
2025-02-11,-74.38092803955078,2.0193229716650998,-80.85612888336182,3.206619710997343,-86.62934875488281,-74.38092803955078
2025-02-12,-71.71613311767578,2.312994506090463,-80.48603057861328,3.7915772985387726,-86.62934875488281,-71.71613311767578
2025-02-13,-71.51612091064453,2.0029961919631867,-80.10099258422852,4.286014974980927,-86.62934875488281,-71.51612091064453
2025-02-14,-70.98377227783203,1.8222387148566217,-79.6280303955078,4.743757251560714,-86.62934875488281,-70.98377227783203
2025-02-18,-71.49163818359375,1.5106599428370033,-79.12058773040772,5.050077340693157,-86.62934875488281,-70.98377227783203
2025-02-19,-72.14515686035156,1.2388180573404564,-78.61731243133545,5.224460147827169,-86.62934875488281,-70.98377227783203
2025-02-20,-75.33792114257812,0.5634586713902954,-78.26470928192138,5.194326199864156,-86.62934875488281,-70.98377227783203
2025-02-21,-78.29635620117188,-0.05407370089592528,-78.02240447998047,5.0662654239013385,-86.62934875488281,-70.98377227783203
2025-02-24,-79.37113189697266,-0.3129666815215847,-77.82874031066895,4.928293257304236,-86.62934875488281,-70.98377227783203
2025-02-25,-80.96817016601562,-0.7532216789649128,-77.54568138122559,4.543800159195182,-83.90361404418945,-70.98377227783203
2025-02-26,-76.91705322265625,0.06509285713626413,-77.19635334014893,4.290795177541524,-83.8486213684082,-70.98377227783203
2025-02-27,-77.3394775390625,-0.11294496998599925,-76.88520450592041,4.022074052508926,-83.8486213684082,-70.98377227783203
2025-02-28,-78.40350341796875,-0.48431735192192327,-76.61294860839844,3.6970692924067787,-83.23880767822266,-70.98377227783203
2025-03-03,-79.74848937988281,-0.9618404237801224,-76.43843269348145,3.441378220924149,-82.96121978759766,-70.98377227783203
2025-03-04,-80.08660125732422,-1.1825162456337022,-76.29470176696778,3.20663627612523,-80.96817016601562,-70.98377227783203
2025-03-05,-79.8953628540039,-1.047826992663932,-76.43435707092286,3.303031709731009,-80.96817016601562,-70.98377227783203
2025-03-06,-80.22821044921875,-1.1027858393799645,-76.50817947387695,3.3733031768283923,-80.96817016601562,-70.98377227783203
2025-03-07,-80.435546875,-1.1006746915942378,-76.61892890930176,3.4675258683109913,-80.96817016601562,-70.98377227783203
2025-03-10,-82.17196655273438,-1.4375123565868377,-76.87683181762695,3.6835403263454,-82.17196655273438,-70.98377227783203
2025-03-11,-78.76750946044922,-0.4747037927904455,-77.01005249023437,3.7022180924319326,-82.17196655273438,-70.98377227783203
2025-03-12,-75.80045318603516,0.34963983983742747,-77.08102874755859,3.662556195309052,-82.17196655273438,-70.98377227783203
2025-03-13,-76.27619934082031,0.299669785052437,-77.30903205871581,3.446569422121667,-82.17196655273438,-70.98377227783203
2025-03-14,-76.46979522705078,0.3422606582891101,-77.55671577453613,3.1757098607787366,-82.17196655273438,-70.98377227783203
2025-03-17,-78.19813537597656,-0.10118440697960449,-77.91743392944336,2.774157154370442,-82.17196655273438,-71.49163818359375
2025-03-18,-76.6425552368164,0.6511548856754948,-78.17497978210449,2.3533948358513417,-82.17196655273438,-72.14515686035156
2025-03-19,-75.88675689697266,1.2593114749283132,-78.36205978393555,1.965600199985314,-82.17196655273438,-75.33792114257812
2025-03-20,-74.53470611572266,1.858717373406339,-78.32189903259277,2.037530272786762,-82.17196655273438,-74.53470611572266
2025-03-21,-73.90323638916016,1.8542109862216187,-78.10224304199218,2.2645786720250576,-82.17196655273438,-73.90323638916016
2025-03-24,-74.59931182861328,1.3758200067978965,-77.86365203857422,2.3726506329548207,-82.17196655273438,-73.90323638916016
2025-03-25,-73.85354614257812,1.5127911977538764,-77.50792083740234,2.4156504217171957,-82.17196655273438,-73.85354614257812
2025-03-26,-75.67678833007812,0.7228775293289342,-77.44590759277344,2.4473291683829643,-82.17196655273438,-73.85354614257812
2025-03-27,-75.97144317626953,0.5693764512282412,-77.37750587463378,2.4694781375856647,-82.17196655273438,-73.85354614257812
2025-03-28,-75.94544982910156,0.5285485112919943,-77.25460319519043,2.4768840288448533,-82.17196655273438,-73.85354614257812
2025-03-31,-75.37227630615234,0.6823366220725429,-77.03579254150391,2.4379700305382523,-82.17196655273438,-73.85354614257812
2025-04-01,-74.86572265625,0.8045617106033841,-76.77474861145019,2.3727526801747887,-82.17196655273438,-73.85354614257812
2025-04-02,-74.86058044433594,0.7259894195451985,-76.5230094909668,2.2898805435378153,-82.17196655273438,-73.85354614257812
2025-04-03,-75.23299407958984,0.48805862620707885,-76.27324867248535,2.1314131889846717,-82.17196655273438,-73.85354614257812
2025-04-04,-73.79560089111328,1.0952097302030348,-75.94125137329101,1.9591229177446756,-82.17196655273438,-73.79560089111328
2025-04-07,-72.0044174194336,2.241933313684875,-75.43287391662598,1.5292410689760096,-78.76750946044922,-72.0044174194336
2025-04-08,-69.15196990966797,3.0627615409855866,-74.95209693908691,1.893757300985464,-78.19813537597656,-69.15196990966797
2025-04-09,-72.78655242919922,1.0375140754427141,-74.80140190124511,1.9419972410361237,-78.19813537597656,-69.15196990966797
2025-04-10,-70.58733367919922,1.8511346792788599,-74.51695861816407,2.1228195781496026,-78.19813537597656,-69.15196990966797
2025-04-11,-70.21306610107422,1.7539839053424036,-74.20412216186523,2.275423422435508,-78.19813537597656,-69.15196990966797
2025-04-14,-71.46556091308594,1.1182786812947783,-73.8674934387207,2.147883676771634,-76.6425552368164,-69.15196990966797
2025-04-15,-68.24988555908203,2.1803208068024897,-73.44785995483399,2.3840410913543275,-75.97144317626953,-68.24988555908203
2025-04-16,-65.75830841064453,2.5065188503510036,-72.94143753051758,2.865779014136337,-75.97144317626953,-65.75830841064453
2025-04-17,-67.1343765258789,1.7448480876114878,-72.5714210510254,3.1160560989519883,-75.97144317626953,-65.75830841064453
2025-04-21,-66.28266143798828,1.7386867481194115,-72.1903923034668,3.397812096899225,-75.97144317626953,-65.75830841064453
2025-04-22,-66.85517883300781,1.3950493339162249,-71.80318565368653,3.546832861307147,-75.97144317626953,-65.75830841064453
2025-04-23,-66.27818298339844,1.384599626438291,-71.42441749572754,3.716767225748244,-75.97144317626953,-65.75830841064453
2025-04-24,-60.299400329589844,2.391371457729421,-70.65554809570312,4.330631166747437,-75.97144317626953,-60.299400329589844
2025-04-25,-59.02403259277344,2.2183834772224436,-69.80817756652831,4.861262754831419,-75.94544982910156,-59.02403259277344
2025-04-28,-59.510093688964844,1.8401407786218162,-68.98640975952148,5.149777767358634,-75.37227630615234,-59.02403259277344
2025-04-29,-59.49568176269531,1.6304710122629167,-68.19258003234863,5.333979079813855,-75.23299407958984,-59.02403259277344
2025-04-30,-60.531959533691406,1.297181015999678,-67.4758918762207,5.35309433061501,-75.23299407958984,-59.02403259277344
2025-05-01,-59.795623779296875,1.3022938077330353,-66.72264404296875,5.319091761428299,-75.23299407958984,-59.02403259277344
