Date,IVV,SPY
2020-07-23,299.1951904296875,298.9989929199219
2020-07-24,297.2847900390625,297.0733947753906
2020-07-27,299.471923828125,299.2397155761719
2020-07-28,297.6263122558594,297.3417663574219
2020-07-29,301.2070007324219,300.99871826171875
2020-07-30,300.17333984375,299.9247741699219
2020-07-31,302.5359191894531,302.294921875
2020-08-03,304.6492919921875,304.3965148925781
2020-08-04,305.74749755859375,305.57220458984375
2020-08-05,307.73175048828125,307.47015380859375
2020-08-06,309.8173828125,309.5255126953125
2020-08-07,310.0389099121094,309.7476501464844
2020-08-10,310.9709167480469,310.67340087890625
2020-08-11,308.3685302734375,308.10894775390625
2020-08-12,312.6690368652344,312.40472412109375
2020-08-13,312.13385009765625,311.8399353027344
2020-08-14,312.106201171875,311.8492431640625
2020-08-17,313.11212158203125,312.8398742675781
2020-08-18,313.77655029296875,313.5156555175781
2020-08-19,312.5029296875,312.2102966308594
2020-08-20,313.4627990722656,313.182373046875
2020-08-21,314.56097412109375,314.2933349609375
2020-08-24,317.791015625,317.47808837890625
2020-08-25,318.8431091308594,318.589111328125
2020-08-26,322.0824279785156,321.7830810546875
2020-08-27,322.78375244140625,322.4867858886719
2020-08-28,324.8510437011719,324.56982421875
2020-08-31,323.7158508300781,323.3940734863281
2020-09-01,326.75213623046875,326.44000244140625
2020-09-02,331.5325622558594,331.1615905761719
2020-09-03,320.0704345703125,319.7648620605469
2020-09-04,317.4496154785156,317.15411376953125
2020-09-08,308.8207092285156,308.4885559082031
2020-09-09,314.8655090332031,314.5802917480469
2020-09-10,309.3652038574219,309.1180419921875
2020-09-11,309.5129089355469,309.2755126953125
2020-09-14,313.6287841796875,313.3490295410156
2020-09-15,315.2253723144531,314.9322509765625
2020-09-16,313.9703063964844,313.68231201171875
2020-09-17,311.2755126953125,310.9233703613281
2020-09-18,307.63018798828125,307.3438415527344
2020-09-21,304.20635986328125,303.9232482910156
2020-09-22,307.2886962890625,307.0184631347656
2020-09-23,300.1373291015625,299.8984680175781
2020-09-24,300.9254150390625,300.69781494140625
2020-09-25,305.8202209472656,305.5591735839844
2020-09-28,310.9005432128906,310.63433837890625
2020-09-29,309.1854553222656,308.9425964355469
2020-09-30,311.5495300292969,311.2850036621094
2020-10-01,313.570556640625,313.2834777832031
2020-10-02,310.6131286621094,310.3089904785156
2020-10-05,316.0364685058594,315.8116760253906
2020-10-06,311.5495300292969,311.3221740722656
2020-10-07,316.963623046875,316.74127197265625
2020-10-08,319.8189392089844,319.54840087890625
2020-10-09,322.6279296875,322.40203857421875
2020-10-12,327.8936767578125,327.5885925292969
2020-10-13,325.7615051269531,325.4507751464844
2020-10-14,323.7218933105469,323.4058532714844
2020-10-15,323.3232421875,323.0061950683594
2020-10-16,323.0359191894531,322.81103515625
2020-10-19,318.1872863769531,317.9031677246094
2020-10-20,319.4388427734375,319.17657470703125
2020-10-21,318.817626953125,318.5723876953125
2020-10-22,320.6347351074219,320.3199157714844
2020-10-23,321.6545104980469,321.4073791503906
2020-10-26,315.74920654296875,315.4678039550781
2020-10-27,314.6737060546875,314.3802795410156
2020-10-28,303.9660949707031,303.6351623535156
2020-10-29,306.9976501464844,306.7210998535156
2020-10-30,303.7250671386719,303.5235900878906
2020-11-02,307.1922912597656,306.9255676269531
2020-11-03,312.6805725097656,312.3446350097656
2020-11-04,319.587158203125,319.3253173828125
2020-11-05,325.8356018066406,325.552978515625
2020-11-06,325.8077697753906,325.47869873046875
2020-11-09,329.8776550292969,329.56854248046875
2020-11-10,329.4511413574219,329.08514404296875
2020-11-11,331.82440185546875,331.5297546386719
2020-11-12,328.6631774902344,328.3136901855469
2020-11-13,333.131591796875,332.85906982421875
2020-11-16,337.2663269042969,337.01397705078125
2020-11-17,335.5512390136719,335.20135498046875
2020-11-18,331.50921630859375,331.1672668457031
2020-11-19,332.85345458984375,332.5616149902344
2020-11-20,330.6192321777344,330.2842712402344
2020-11-23,332.6031799316406,332.2641296386719
2020-11-24,337.924560546875,337.61810302734375
2020-11-25,337.4423828125,337.0976257324219
2020-11-27,338.3602600097656,338.0364074707031
2020-11-30,336.8213195800781,336.53985595703125
2020-12-01,340.52960205078125,340.2207336425781
2020-12-02,341.2527160644531,340.9365234375
2020-12-03,341.1878356933594,340.8434753417969
2020-12-04,344.1173095703125,343.7807922363281
2020-12-07,343.4776306152344,343.0744323730469
2020-12-08,344.4325256347656,344.07830810546875
2020-12-09,341.4195556640625,340.9922180175781
2020-12-10,341.2341613769531,340.8807067871094
2020-12-11,340.8077392578125,340.4810791015625
2020-12-14,339.2619934082031,338.9566345214844
2020-12-15,343.8804931640625,343.53912353515625
2020-12-16,344.42987060546875,344.07830810546875
2020-12-17,346.3479309082031,346.0023498535156
2020-12-18,344.9791564941406,344.6207580566406
2020-12-21,343.84320068359375,343.38861083984375
2020-12-22,343.1820983886719,342.8098449707031
2020-12-23,343.4801025390625,343.1178894042969
2020-12-24,344.8116149902344,344.45269775390625
2020-12-28,347.8099060058594,347.411865234375
2020-12-29,347.1395263671875,346.7491149902344
2020-12-30,347.59576416015625,347.2438659667969
2020-12-31,349.54193115234375,349.00811767578125
2021-01-04,344.727783203125,344.2568359375
2021-01-05,347.0091552734375,346.6277770996094
2021-01-06,349.1042175292969,348.7001037597656
2021-01-07,354.27203369140625,353.8808898925781
2021-01-08,356.29266357421875,355.8972473144531
2021-01-11,353.9647521972656,353.4982604980469
2021-01-12,354.0206604003906,353.57281494140625
2021-01-13,354.91455078125,354.5249938964844
2021-01-14,353.68536376953125,353.2834777832031
2021-01-15,351.1340637207031,350.70709228515625
2021-01-19,353.880859375,353.4608154296875
2021-01-20,358.7508544921875,358.3522644042969
2021-01-21,359.0674743652344,358.678955078125
2021-01-22,357.8476257324219,357.40948486328125
2021-01-25,359.2723083496094,358.8189392089844
2021-01-26,358.7415466308594,358.2588195800781
2021-01-27,349.9888000488281,349.50286865234375
2021-01-28,352.94976806640625,352.508544921875
2021-01-29,345.9383239746094,345.45159912109375
2021-02-01,351.5997009277344,351.2018127441406
2021-02-02,356.5904846191406,356.1678771972656
2021-02-03,356.869873046875,356.447998046875
2021-02-04,360.9111022949219,360.4992980957031
2021-02-05,362.32647705078125,361.9180908203125
2021-02-08,365.0546569824219,364.5318908691406
2021-02-09,364.74737548828125,364.28912353515625
2021-02-10,364.5983581542969,364.1304626464844
2021-02-11,365.2130126953125,364.718505859375
2021-02-12,367.0380554199219,366.5201110839844
2021-02-16,366.7492980957031,366.20269775390625
2021-02-17,366.7959289550781,366.2867736816406
2021-02-18,365.240966796875,364.72784423828125
2021-02-19,364.5518493652344,364.0837707519531
2021-02-22,361.7770080566406,361.2833251953125
2021-02-23,362.15875244140625,361.7220764160156
2021-02-24,366.1347961425781,365.7079772949219
2021-02-25,357.3540954589844,356.89599609375
2021-02-26,355.4825134277344,355.0570068359375
2021-03-01,364.1048583984375,363.6636657714844
2021-03-02,361.3021240234375,360.8259582519531
2021-03-03,356.4788513183594,356.0466003417969
2021-03-04,352.0652770996094,351.6404724121094
2021-03-05,358.5553283691406,358.10955810546875
2021-03-08,356.8047790527344,356.32659912109375
2021-03-09,361.8329162597656,361.41400146484375
2021-03-10,364.0489807128906,363.6636657714844
2021-03-11,367.7922058105469,367.3509521484375
2021-03-12,368.36944580078125,367.84564208984375
2021-03-15,370.6042785644531,370.039306640625
2021-03-16,370.0828857421875,369.5726013183594
2021-03-17,371.2933044433594,370.83282470703125
2021-03-18,365.8740234375,365.4372863769531
2021-03-19,365.1943664550781,364.7611389160156
2021-03-22,368.08087158203125,367.67376708984375
2021-03-23,365.2130126953125,364.7798767089844
2021-03-24,363.3413391113281,362.9255065917969
2021-03-25,365.4163513183594,364.9671936035156
2021-03-26,371.3304138183594,370.8486022949219
2021-03-29,371.1436462402344,370.6613464355469
2021-03-30,370.2279968261719,369.6780090332031
2021-03-31,371.6761474609375,371.1764221191406
2021-04-01,375.6560974121094,375.1847229003906
2021-04-05,381.04693603515625,380.56982421875
2021-04-06,380.8134460449219,380.34503173828125
2021-04-07,381.28985595703125,380.78521728515625
2021-04-08,383.0649719238281,382.5926513671875
2021-04-09,385.83978271484375,385.374267578125
2021-04-12,385.9986572265625,385.5147399902344
2021-04-13,387.12908935546875,386.6572570800781
2021-04-14,385.83978271484375,385.3367919921875
2021-04-15,389.98809814453125,389.4761657714844
2021-04-16,391.3614807128906,390.7780456542969
2021-04-19,389.44610595703125,388.858154296875
2021-04-20,386.6152648925781,386.0111083984375
2021-04-21,390.23095703125,389.6636047363281
2021-04-22,386.7648010253906,386.1047668457031
2021-04-23,390.8194885253906,390.2910461425781
2021-04-26,391.69775390625,391.1058654785156
2021-04-27,391.5763244628906,391.0216064453125
2021-04-28,391.4268798828125,390.90911865234375
2021-04-29,393.9027099609375,393.400390625
2021-04-30,391.35205078125,390.8155517578125
2021-05-03,392.19287109375,391.65838623046875
2021-05-04,389.81048583984375,389.24212646484375
2021-05-05,389.8666076660156,389.3638610839844
2021-05-06,393.0338134765625,392.4731140136719
2021-05-07,395.8833312988281,395.3296203613281
2021-05-10,392.0340881347656,391.41485595703125
2021-05-11,388.5398864746094,387.92156982421875
2021-05-12,380.2341613769531,379.6800842285156
2021-05-13,384.7467041015625,384.2410583496094
2021-05-14,390.6888122558594,390.1412048339844
2021-05-17,389.7544860839844,389.1484375
2021-05-18,386.4003601074219,385.795654296875
2021-05-19,385.35394287109375,384.7841796875
2021-05-20,389.4274597167969,388.9237060546875
2021-05-21,389.2032470703125,388.605224609375
2021-05-24,393.1178894042969,392.56689453125
2021-05-25,392.267578125,391.69586181640625
2021-05-26,392.9870910644531,392.4731140136719
2021-05-27,393.1925964355469,392.67919921875
2021-05-28,393.94000244140625,393.3816223144531
2021-06-01,393.6317443847656,393.03515625
2021-06-02,394.28570556640625,393.6531982421875
2021-06-03,392.7815246582031,392.1921691894531
2021-06-04,396.35980224609375,395.7791748046875
2021-06-07,396.0234680175781,395.3951416015625
2021-06-08,396.04205322265625,395.4794616699219
2021-06-09,395.40692138671875,394.8893737792969
2021-06-10,397.32305908203125,396.7250061035156
2021-06-11,397.9788818359375,397.380615234375
2021-06-14,398.93463134765625,398.27032470703125
2021-06-15,398.15692138671875,397.539794921875
2021-06-16,395.9549865722656,395.3201904296875
2021-06-17,395.8331604003906,395.1891784667969
2021-06-18,390.5110778808594,389.8578796386719
2021-06-21,396.02056884765625,395.4389953613281
2021-06-22,397.9039306640625,397.5531311035156
2021-06-23,397.669677734375,397.0740051269531
2021-06-24,399.97467041015625,399.4229736328125
2021-06-25,401.44573974609375,400.8416748046875
2021-06-28,402.2984619140625,401.6497802734375
2021-06-29,402.47650146484375,401.865966796875
2021-06-30,402.8326110839844,402.2042236328125
2021-07-01,405.10943603515625,404.4310302734375
2021-07-02,408.1921081542969,407.5222473144531
2021-07-06,407.1520080566406,406.780029296875
2021-07-07,408.8199462890625,408.217529296875
2021-07-08,405.54046630859375,404.8914489746094
2021-07-09,409.8506164550781,409.2135009765625
2021-07-12,411.3686218261719,410.6793518066406
2021-07-13,409.925537109375,409.2793273925781
2021-07-14,410.4690856933594,409.8900451660156
2021-07-15,409.06353759765625,408.4900817871094
2021-07-16,405.97149658203125,405.2860412597656
2021-07-19,399.9090576171875,399.3008117675781
2021-07-20,405.7091064453125,405.0230407714844
2021-07-21,408.9979553222656,408.3021240234375
2021-07-22,409.8880920410156,409.15716552734375
2021-07-23,413.9265441894531,413.36663818359375
2021-07-26,415.0322570800781,414.3813171386719
2021-07-27,413.1394958496094,412.4927978515625
2021-07-28,412.9145812988281,412.3236083984375
2021-07-29,414.7510681152344,414.0337219238281
2021-07-30,412.6522521972656,412.02294921875
2021-08-02,411.81829833984375,411.1585693359375
2021-08-03,415.1071472167969,414.5035095214844
2021-08-04,413.1301574707031,412.4645690917969
2021-08-05,415.697509765625,415.0766906738281
2021-08-06,416.4189758300781,415.7625732421875
2021-08-09,416.1285095214844,415.4243469238281
2021-08-10,416.6156921386719,415.9410095214844
2021-08-11,417.59954833984375,416.974609375
2021-08-12,418.5740051269531,418.2242736816406
2021-08-13,419.6328430175781,418.9853515625
2021-08-16,420.71038818359375,419.97198486328125
2021-08-17,417.8525390625,417.218994140625
2021-08-18,413.3455505371094,412.6524963378906
2021-08-19,413.95465087890625,413.2913513183594
2021-08-20,417.2528991699219,416.5800476074219
2021-08-23,420.888427734375,420.244384765625
2021-08-24,421.61932373046875,420.9114990234375
2021-08-25,422.50006103515625,421.79473876953125
2021-08-26,420.00762939453125,419.3048400878906
2021-08-27,423.69940185546875,423.05389404296875
2021-08-30,425.582763671875,424.91424560546875
2021-08-31,425.1236572265625,424.28466796875
2021-09-01,425.31109619140625,424.5101623535156
2021-09-02,426.5853576660156,425.8162841796875
2021-09-03,426.39801025390625,425.7128601074219
2021-09-07,425.0205993652344,424.19073486328125
2021-09-08,424.45831298828125,423.6739807128906
2021-09-09,422.565673828125,421.8605041503906
2021-09-10,419.34234619140625,418.5343933105469
2021-09-13,420.3168029785156,419.6055603027344
2021-09-14,418.0774230957031,417.34112548828125
2021-09-15,421.5537109375,420.8269348144531
2021-09-16,420.76666259765625,420.159912109375
2021-09-17,416.70941162109375,416.06707763671875
2021-09-20,409.6819763183594,409.1294860839844
2021-09-21,409.44775390625,408.74298095703125
2021-09-22,413.4861755371094,412.73028564453125
2021-09-23,418.44287109375,417.74493408203125
2021-09-24,419.2451477050781,418.4330139160156
2021-09-27,417.92840576171875,417.2359619140625
2021-09-28,409.5856018066406,408.82781982421875
2021-09-29,410.2910461425781,409.51593017578125
2021-09-30,405.21197509765625,404.51068115234375
2021-10-01,410.0370178222656,409.3179626464844
2021-10-04,404.7134704589844,404.0394287109375
2021-10-05,408.95550537109375,408.24346923828125
2021-10-06,410.6954345703125,409.9401550292969
2021-10-07,414.1003112792969,413.4843444824219
2021-10-08,413.4889221191406,412.73028564453125
2021-10-11,410.4039306640625,409.7421569824219
2021-10-12,409.36920166015625,408.7336120605469
2021-10-13,410.8271789550781,410.2040100097656
2021-10-14,417.8625183105469,417.10400390625
2021-10-15,421.06988525390625,420.2805480957031
2021-10-18,422.29254150390625,421.5247497558594
2021-10-19,425.61273193359375,424.77679443359375
2021-10-20,427.2492980957031,426.4451904296875
2021-10-21,428.3591613769531,427.5574645996094
2021-10-22,427.8418884277344,427.1144714355469
2021-10-25,430.0804138183594,429.4049987792969
2021-10-26,430.5694274902344,429.79144287109375
2021-10-27,428.6507568359375,427.8873596191406
2021-10-28,432.7703552246094,432.0159912109375
2021-10-29,433.58868408203125,432.8926696777344
2021-11-01,434.4822998046875,433.63726806640625
2021-11-02,436.19403076171875,435.3905334472656
2021-11-03,438.8746032714844,438.0487060546875
2021-11-04,440.88739013671875,440.11297607421875
2021-11-05,442.4393310546875,441.64007568359375
2021-11-08,442.9002380371094,442.0170593261719
2021-11-09,441.3576965332031,440.5560302734375
2021-11-10,437.86822509765625,437.0118103027344
2021-11-11,438.0469665527344,437.1531982421875
2021-11-12,441.2730712890625,440.45233154296875
2021-11-15,441.3859558105469,440.60321044921875
2021-11-16,443.1447448730469,442.34698486328125
2021-11-17,442.10076904296875,441.2724304199219
2021-11-18,443.55865478515625,442.7711486816406
2021-11-19,442.83447265625,441.97943115234375
2021-11-22,441.5081787109375,440.73516845703125
2021-11-23,442.11956787109375,441.319580078125
2021-11-24,443.26708984375,442.4978332519531
2021-11-26,433.2406921386719,432.6286315917969
2021-11-29,438.77117919921875,437.93560791015625
2021-11-30,430.4284973144531,429.4144287109375
2021-12-01,425.4058532714844,424.6448059082031
2021-12-02,431.9615478515625,431.1487121582031
2021-12-03,428.0864562988281,427.397216796875
2021-12-06,433.2406921386719,432.4590148925781
2021-12-07,442.2417907714844,441.40435791015625
2021-12-08,443.4081115722656,442.5732116699219
2021-12-09,440.4171142578125,439.58514404296875
2021-12-10,444.6402282714844,443.7231750488281
2021-12-13,440.70379638671875,439.7925109863281
2021-12-14,437.5900573730469,436.7668151855469
2021-12-15,444.46856689453125,443.5912170410156
2021-12-16,440.3924560546875,439.6794738769531
2021-12-17,436.0237731933594,434.99993896484375
2021-12-20,431.1267395019531,430.3743896484375
2021-12-21,438.8072509765625,438.0174255371094
2021-12-22,443.2324523925781,442.3970031738281
2021-12-23,445.9499206542969,445.1496887207031
2021-12-27,452.3377380371094,451.4495544433594
2021-12-28,451.98858642578125,451.0805969238281
2021-12-29,452.46038818359375,451.6576232910156
2021-12-30,451.1866455078125,450.4089660644531
2021-12-31,450.0638122558594,449.2738342285156
2022-01-03,452.7529602050781,451.8751525878906
2022-01-04,452.60186767578125,451.7237854003906
2022-01-05,443.7797546386719,443.04974365234375
2022-01-06,443.44952392578125,442.6335144042969
2022-01-07,441.6756286621094,440.8835754394531
2022-01-10,440.84527587890625,440.3349609375
2022-01-11,445.1950378417969,444.345703125
2022-01-12,446.37451171875,445.54693603515625
2022-01-13,440.2508544921875,439.407958984375
2022-01-14,440.4018249511719,439.5876770019531
2022-01-18,432.6175537109375,431.80267333984375
2022-01-19,428.1451416015625,427.319091796875
2022-01-20,423.3896484375,422.5894775390625
2022-01-21,415.14306640625,414.2938232421875
2022-01-24,416.5960388183594,416.05322265625
2022-01-25,411.8028869628906,410.9736022949219
2022-01-26,410.849853515625,409.94256591796875
2022-01-27,408.7079772949219,407.9182434082031
2022-01-28,418.7001953125,418.049072265625
2022-01-31,426.26739501953125,425.57861328125
2022-02-01,429.21136474609375,428.4542236328125
2022-02-02,433.3346862792969,432.6163024902344
2022-02-03,423.2764587402344,422.4476013183594
2022-02-04,425.3993835449219,424.4340515136719
2022-02-07,423.88970947265625,423.0718688964844
2022-02-08,427.2582092285156,426.55291748046875
2022-02-09,433.56109619140625,432.79595947265625
2022-02-10,425.8995056152344,425.0205078125
2022-02-11,417.3792419433594,416.6396789550781
2022-02-14,416.0205078125,415.27752685546875
2022-02-15,422.71026611328125,421.9746398925781
2022-02-16,423.1915283203125,422.4476013183594
2022-02-17,414.312744140625,413.4234619140625
2022-02-18,411.4537658691406,410.74658203125
2022-02-22,406.99072265625,406.33856201171875
2022-02-23,399.574462890625,399.13067626953125
2022-02-24,405.8584899902344,405.13726806640625
2022-02-25,414.7939147949219,414.07623291015625
2022-02-28,413.9541320800781,413.01678466796875
2022-03-01,407.5379638671875,406.72637939453125
2022-03-02,414.9731750488281,414.2086486816406
2022-03-03,412.98223876953125,412.146484375
2022-03-04,409.4533996582031,408.7980041503906
2022-03-07,397.4232177734375,396.7469787597656
2022-03-08,394.46044921875,393.7388610839844
2022-03-09,405.0753479003906,404.2954406738281
2022-03-10,403.21649169921875,402.4698486328125
2022-03-11,398.1874084472656,397.3523864746094
2022-03-14,395.1774597167969,394.4483947753906
2022-03-15,403.8770751953125,403.12249755859375
2022-03-16,412.8218688964844,412.0614318847656
2022-03-17,417.9548034667969,417.2166442871094
2022-03-18,422.4272155761719,421.7863464355469
2022-03-21,422.34228515625,421.6630554199219
2022-03-22,427.4941101074219,426.5970764160156
2022-03-23,422.13470458984375,421.1031799316406
2022-03-24,428.2417907714844,427.4510498046875
2022-03-25,430.40020751953125,429.5384826660156
2022-03-28,433.42010498046875,432.59381103515625
2022-03-29,438.94879150390625,437.9454040527344
2022-03-30,436.2222595214844,435.24114990234375
2022-03-31,429.5008850097656,428.54229736328125
2022-04-01,430.542236328125,429.75677490234375
2022-04-04,434.33837890625,433.43829345703125
2022-04-05,428.7435607910156,427.9634704589844
2022-04-06,424.5780944824219,423.6840515136719
2022-04-07,426.6796875,425.8189697265625
2022-04-08,425.54376220703125,424.680419921875
2022-04-11,418.18804931640625,417.4216613769531
2022-04-12,416.5881042480469,415.8750305175781
2022-04-13,421.4635009765625,420.63824462890625
2022-04-14,416.2568054199219,415.4005432128906
2022-04-18,416.4082946777344,415.57135009765625
2022-04-19,423.129638671875,422.27978515625
2022-04-20,422.75103759765625,421.9666442871094
2022-04-21,416.6259765625,415.65673828125
2022-04-22,404.9723205566406,404.25146484375
2022-04-25,407.4715881347656,406.5951843261719
2022-04-26,395.6095886230469,394.81976318359375
2022-04-27,396.8023986816406,395.92999267578125
2022-04-28,406.7709655761719,405.9309387207031
2022-04-29,391.5104675292969,390.9295349121094
2022-05-02,394.02862548828125,393.2826843261719
2022-05-03,395.855712890625,395.0854187011719
2022-05-04,407.77447509765625,407.1169738769531
2022-05-05,393.2996826171875,392.6469421386719
2022-05-06,391.17913818359375,390.30328369140625
2022-05-09,378.5976867675781,377.8068542480469
2022-05-10,379.3455810546875,378.6798095703125
2022-05-11,373.362548828125,372.6639709472656
2022-05-12,372.8134765625,372.2749328613281
2022-05-13,381.9016418457031,381.17529296875
2022-05-16,380.292236328125,379.62860107421875
2022-05-17,388.1686706542969,387.4377136230469
2022-05-18,372.57672119140625,371.8194580078125
2022-05-19,370.2479553222656,369.542236328125
2022-05-20,370.4372863769531,369.7035827636719
2022-05-23,377.3575134277344,376.62066650390625
2022-05-24,374.6499938964844,373.74566650390625
2022-05-25,377.9634094238281,377.0476989746094
2022-05-26,385.3570556640625,384.5816650390625
2022-05-27,395.0037536621094,394.0228271484375
2022-05-31,392.7506103515625,391.8119201660156
2022-06-01,389.56976318359375,388.6427307128906
2022-06-02,396.9065856933594,396.0438232421875
2022-06-03,390.3933410644531,389.5441589355469
2022-06-06,391.5672607421875,390.73028564453125
2022-06-07,395.2025146484375,394.4782409667969
2022-06-08,390.92352294921875,390.18939208984375
